"tweet_id","in_reply_to_status_id","in_reply_to_user_id","timestamp","source","text","retweeted_status_id","retweeted_status_user_id","retweeted_status_timestamp","expanded_urls"
"841717665299337216","841706942183669761","767100483127222272","2017-03-14 18:28:24 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@shannonhogle1 Oh no...I'm sorry...=( That's awful...","","","",""
"841717294464151552","","","2017-03-14 18:26:56 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @SapphireMae13: @EGS_Mackenzie A Birthday drawing for you. I had to sneak @EGSandrew in there, just because something was missing. Hope…","841707322481209344","834134874470625280","2017-03-14 17:47:18 +0000","https://twitter.com/SapphireMae13/status/841707322481209344/photo/1"
"841717270774763520","841707322481209344","834134874470625280","2017-03-14 18:26:50 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@SapphireMae13 @EGSandrew Ohhhh how cutttee!! Thanks so much! ❤","","","",""
"841706530756018176","841705226365259776","767100483127222272","2017-03-14 17:44:09 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@shannonhogle1 What's it like being older than 20...?","","","",""
"841706248638738432","841666552374149121","3462273137","2017-03-14 17:43:02 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@EGSandrew It was rare but we got pummeled by a few storms in my lifetime, down in North Carolina.","","","",""
"841704957271240704","841580473855942656","767100483127222272","2017-03-14 17:37:54 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@shannonhogle1 I'm sorry that you're not aging well....=(","","","",""
"841547776261517312","841521273905770496","767100483127222272","2017-03-14 07:13:19 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@shannonhogle1 Oh no...😞","","","",""
"841520866517225472","","","2017-03-14 05:26:23 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Aww! There's cute little balloons on my page! That's so sweet.","","","",""
"841520644663738368","","","2017-03-14 05:25:31 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","It's my birthday today...I should be 30 years old...I shouldn't complain I guess. Going to try and make today a positive day. 😊","","","",""
"841159656647073795","","","2017-03-13 05:31:04 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @EGSandrew: @EGS_Mackenzie You were the missing puzzle piece of my life. I love you so much, M; I could cry... ❤❤❤🔥🔥🔥","840945009591476224","3462273137","2017-03-12 15:18:08 +0000",""
"839910756942561285","839906670742495232","834134874470625280","2017-03-09 18:48:23 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@SapphireMae13 Because people online are usually creeps or mean...They do anything to bring you down without a care...It's really sad... 😢","","","",""
"839907579048390656","","","2017-03-09 18:35:46 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","It all comes in waves...Some nights are excruciating whereas others are filled with joy and love...It's what depression does to you...","","","",""
"839906614987657216","","","2017-03-09 18:31:56 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Ughh, why can't I win?? I just feel eternally damned! My emotions overpower everything else inside my soul...I just want to disappear..","","","",""
"839906189437775872","","","2017-03-09 18:30:14 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","They've been using my picture so I got confused. Ugh...simple mistake. I should delete that before they notice...","","","",""
"839905944423247872","","","2017-03-09 18:29:16 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SHOOT! I accidentally posted that on the EGS feed! 😰 My lack of Twitter experience shows I guess...Please forgive me..I'm sorry... 😓","","","",""
"839904732730830848","","","2017-03-09 18:24:27 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","My friends understand and all, but there's only so much they can do to comfort me. I feel trapped...and I don't know what to do...","","","",""
"839903666211540993","","","2017-03-09 18:20:13 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Recruits have done it before..so I've heard....but I don't know how to get released....","","","",""
"839903389169434626","","","2017-03-09 18:19:07 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","I've been here for 13 1/2 years...I still have faith that I'll be able to pass on to somewhere better..where I truly belong...","","","",""
"839903024936062977","","","2017-03-09 18:17:40 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","I mean...It's become a public diary for me, and it helps...certainly doesn't make anything worse...I believe in miracles...","","","",""
"839902459338313728","","","2017-03-09 18:15:25 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","I've been on Twitter for around 8 1/2 months and I honestly can't believe how supportive people are..I thought people would make fun of me..","","","",""
"839070045716287491","838997758711324673","3462273137","2017-03-07 11:07:42 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@EGSandrew ""You've been such a good friend. I've known ya since I don't know when. Together and forevermore."" ❤😊","","","",""
